Titre,Type de contrat,Bac,Durée,Début,Nom entreprise,Localisation,Description,Salaire,Period. salaire,url
Administrateur Systèmes Et Réseaux en Alternance,alternance," baccalauréat ,bac",,,OpenClassrooms,Paris (75),"Avec OpenClassrooms apprenez un métier qui a de l’avenir grâce à l’Alternance et décrochez un diplôme de niveau bac +2 à bac +5 reconnu par l’État.
Développez des compétences recherchées par les entreprises et soyez prêt à l’emploi immédiatement grâce à nos formations 100 % en ligne.
Notre entreprise partenaire, un site d’e-commerce en forte croissance, recherche un Administrateur Systèmes et Réseaux en Alternance.
Les missions de l’Administrateur Systèmes et Réseaux en Alternance

Assurer les performances et le maintien en condition opérationnelle des ressources informatiques.
Superviser l'installation, le paramétrage et l'administration des infrastructures IT.
Préconiser les solutions informatiques les plus adaptées aux besoins des métiers.
Travailler, en collaboration avec les équipes de cybersécurité, à la protection du SI et à l’intégrité des données de l’entreprise.
Diffuser auprès des collaborateurs les bonnes pratiques d’usage des outils informatiques.

Le profil recherché

Solide connaissance des environnements de travail, de l’intégration SI et de la cybersécurité.
Sens de l’analyse et de la synthèse.
Dynamisme et réactivité en cas de problème technique.
Pédagogie face à des interlocuteurs variés.

Prérequis à la formation 

être titulaire d’une certification professionnelle de niveau 5 (ou équivalent) en informatique ;
ou, être titulaire du baccalauréat ou d’une certification professionnelle de niveau 4 (ou équivalent) avec une expérience professionnelle d’au moins 2 ans en support et/ou maintenance informatique.
Langue : un niveau B2 minimum en français avec un certificat de moins de 2 ans.
Matériel : l’accès à un ordinateur (PC ou Mac), muni d'un micro, d'une webcam ainsi que d'une bonne connexion Internet pour les séances de mentorat.

Pour postuler à l’Alternance OpenClassrooms
1) Candidatez à l’annonce en remplissant vos coordonnées (nom, prénom, adresse e-mail).
2) Vous recevrez un lien pour compléter votre candidature à la formation. Attention à bien consulter les prérequis obligatoires de la formation pour accéder au diplôme.
3) Notre équipe de Talent Recruiters vous contactera très vite pour un entretien de pré-qualification.
Scolarité prise en charge par l’employeur. Aucun frais à engager pour les alternants.
Pour postuler à cette offre en alternance, vous devez faire une formation diplômante avec OpenClassrooms ou réaliser un changement d’école dans le cadre d’un contrat en alternance.
Formez vous avec la référence de l’éducation en ligne.
Type d'emploi : Alternance
Programmation :

Du Lundi au Vendredi
Périodes de travail de 8 heures
Repos le week-end
Travail en journée

Lieu du poste : Un seul lieu de travail",,,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BMABqt-7e8ID0RaR6SJASz4dB9L8cbMUr95Acwx8L6f48pdE3hCWYAvL5Th6T51j9fKOW0K9JP5ZZHHbcEnSMpnaOgSWATnTmWlcq_fedNaZ7T0kNQqMM43KsTTi7TTCu-mHmFpDcxIm_bvnMOLVku3Yf8YT4QyrDJUOyxd_VeIqXuLHS5RRB2lAAxQwhGHjufGpEvivsQpOefSQ9fOnvLzgD8Foew1p7gyAktR9JtGIIdaVEFKJsqUb2gxZcgwieuLdy6EaEYlhFulTUtLT58cgc7Er9wxz0cbGaHb40-B0TYmg4aA8PytKvhV4QUxmVJmNUYJh4AxgcL9p6EEbG9fi0x8wTxBf4ebPVPjSKO62AK6BGNy-rC3JWV2kjsXxK5y3WiEaBvgjBwvOLPXTXlQzllYYiXD0u_-jMF_s_jJe5bRysP4bZ3H6VJWQE7dZ4VxLnpvPNIxdmjK1H-vDj-K51BI7Xwq2p99KeNYZ2FYn1f78ZT-yxhNTkL-xCSTx1gZFsDuuUssGthplnuvVb-ach5JKYHYSwAREJ7__8h6LYV-yFgjHrvVAQFM0OuN_lEc7k9XYwIV-Pd7Lk1QstXvu5tsUqFNGKYup4gjjbgWsq3ICYVsAlaEWS4I-Qru25UUNX0EzBjM2qh521qnQIZQQR3w7ilJebayJ1SCWiEat_4qD2W2et6cMe2dVJsnBCjnKRlGicE1loLdf4E6ju5EaN-uO51iqnk61mwJY0jISNDNq94CH63bmAbVfGfNBvurz_rVo36GM_0V5BeMuyqf1AjODAiYNaDQJBt1btI-Q==&xkcb=SoCf-_M3Tgph1gQNK50KbzkdCdPP&p=10&fvj=1&vjs=3
STAGE DE COMPTABILITE,stage,,6 mois,Dès que possible,SLG Expertise,Paris (75),"
Sous la supervision d’un chef de mission
 Vos missions Au sein d'une équipe structurée :

 Saisie comptable de factures, documents sociaux et fiscaux ;
 Saisie de banque et rapprochement bancaires ;
 Scan de pièces comptables et analyse des affectations ;
 Aide à la préparation des déclarations de TVA ;
 Aide à la mise d’automatisation sur les différents dossiers.

 Les tâches seront à effectuer sur des BNC, TPE/PME et associations.
 Durée du contrat : 6 mois Date de début prévue : Dès que possible Type d'emploi : Temps plein, Stage Salaire : à partir de 530,00€ par mois
"," à partir de 530,00€ ",mois,https://fr.indeed.com/rc/clk?jk=ff99ea264da6258a&fccid=2920484c3a283ad2&vjs=3
SAINT LAURENT - Stagiaire Assistant Logistique H/F,stage,"Bac, IUT ",,Mars 2023,Groupe Kering,Paris (75),"


  Summary
  A PROPOS DE SAINT LAURENT
 
 Fondée en 1961, Yves Saint Laurent a été la première maison de couture à lancer le concept du prêt-à-porter de luxe en créant, en 1966, la ligne ‘Rive Gauche’, synonyme de jeunesse et de liberté. Ce changement a représenté un premier pas crucial dans la modernisation de la mode et a révolutionné le paysage socio-culturel.
  En 1999, la division luxe du Groupe Kering a acquis la maison Yves Saint Laurent et, sous la direction créative d’Anthony Vaccarello depuis avril 2016, continue à la positionner au sommet de l’univers du luxe.
  Aujourd’hui, les collections Saint Laurent incluent le prêt-à-porter féminin et masculin, les chaussures, les sacs, la petite maroquinerie, les bijoux, les foulards, les cravates et les lunettes.
 

   Job Description
 

   Nous recherchons actuellement un/une Stagiaire Logistique qui reportera au Spécialiste Logistique au sein du département Supply Chain.
 


   ROLE
 


   Au sein du département Supply Chain de Saint Laurent, vous contribuez à surveiller efficacement et à optimiser les flux logistiques et de suivre leur performance afin de soutenir les objectifs de croissance de la Maison. Force de proposition, vous contribuerez à la conception et l’amélioration des reportings d’activité. Vous assisterez également l’équipe Logistique dans la réalisation de nouveaux projets, dans un contexte dynamique et international.
 


   MISSION
 



     Surveiller et proposer (si non existants) des indicateurs de performance clés pour mesurer les performances de la logistique et du transport
   


     Soutenir les campagnes de livraison en liens avec les équipes Production et Logistique et suivre les exceptions dans les opérations quotidiennes
   


     Suivre les délais de livraison sur la chaine d’approvisionnement des produits finis vers les boutiques Saint Laurent dans le monde
   


     Participer à des projets afin de contribuer à une amélioration continue dans la Supply Chain.
   



   Rejoindre la Maison Saint Laurent c’est :
 



     Intégrer une Maison de luxe ancrée dans son époque et incarnant l’esprit libre de la culture contemporaine, tout en restant fidèle à son héritage et son ADN
   


     Participer à la croissance de la Maison et cultiver son savoir-faire de la mode
   


     Faire partie d’un Groupe de luxe international offrant de nombreuses opportunités professionnelles.
   



   PROFIL
 



     Bac+3 à Bac+5, Ecole de Commerce, Universités, IUT … avec une spécialisation Logistique, Supply Chain Management ou Gestion de Projet
   


     Vous êtes reconnu pour votre sens du relationnel et votre réactivité
   


     Vous avez le sens de l’organisation et de la rigueur
   


     Vous aimez travailler en équipe
   


     Vous êtes à l’aise dans un environnement multiculturel et international
   


     Vous maitrisez le pack office, notamment d’Excel
   


     Vous parlez anglais couramment. La connaissance de l’italien est un plus.
   



   Stage à pourvoir en Mars 2023.
 


 Saint Laurent s'engage à créer une main-d'œuvre diversifiée. Nous croyons que la diversité sous toutes ses formes - genre, âge, nationalité, culture, croyances religieuses et orientation sexuelle - enrichit le lieu de travail. Cela ouvre des opportunités aux personnes d'exprimer leurs talents, à la fois individuellement et collectivement, et cela contribue à renforcer notre capacité d'adaptation à un monde en mutation. En tant qu'employeur de l'égalité des chances, nous accueillons et considérons les candidatures de tous les candidats qualifiés, indépendamment de leurs antécédents.



   Job Type
  Student (Fixed Term) (Trainee)
 

   Start Date
  2023-03-06
 

   Schedule
  Full time
 

   Organization
  Yves Saint Laurent SAS
",,,https://fr.indeed.com/rc/clk?jk=68715ee011ef8bc3&fccid=2c1ebe710125ee82&vjs=3
Alternance Assistant Showroom Mode - Paris (F/H),alternance,Bac,,,ISCOD,Paris (75),"
Description :
 L’ISCOD, spécialiste de la formation en Digital Learning, recherche pour son entreprise partenaire, maison Mode de référence, un(e) Assistant(e) Showroom Mode, en contrat d'apprentissage, pour préparer l’une de nos formations diplômantes reconnues par l'Etat de niveau 5 à niveau 7 (Bac+2, Bachelor/Bac+3 et Mastère/Bac+5) 
 
Choisissez l’alternance nouvelle génération avec l'ISCOD !
 
 
Missions :
 Vos missions seront variées :

 Envoyer les emails hebdomadaires pour les présentations showroom 
Assister au debriefing pour connaitre l'ensemble des collections
 Vérifier les informations pour la mise en conformité des produits 
 Mettre à jour les commentaires conformités
 Effectuer les descriptions des produits
 Aide à la préparation des shootings
 Présence sur les shootings 
Suivi d’un tableau de shoot (nombre de modèles shootés par jour) 
Aide à la bonne gestuelle du shoot
 Préparer le showroom pour chaque évènement

 
 

Profil :
 Pour cette mission, vous:

 Avez une formation passé dans le secteur de la mode / communication / marketing 
Avez une expérience significative dans le secteur de la mode

 Poste basé en plein cœur de Paris (75). Démarrage au plus tôt.
 Rémunération selon niveau d’études + âge ! Formation prise en charge à 100% par l’entreprise. 
 Vous êtes intéressé(e) par cette offre d’emploi en alternance ? Postulez dès maintenant !

",,,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoTxitq7cW1YISMLubqSXE9UF_BwOvx4aF7kp_bNHWv5uPJqfEBrpw0glDwXKTbbxQ9RkdTo-qM4F1Ced8UfdpkEwePl1F29lED6gavdPgnZwVZNMT62SI0gDMaEUeWqAvOkjKi9A4-wNxUtTVZVcd_EiN_XCwbJb1VPqjKecf6nXa7pqtIEIKlneK9jZr4_UHj19wEcUCYyM90Ixg_XkLMVneg2N1bxjYRxKKSCN74Ui3ttOBHuFx3ng012IMKO2j9oqacwB87kuG18tStFkZ2mdOc5q1KplS4RO53vCj207UA6R0PVi8otCjCNuN-KCs05S5DMAdY0v5piG3N5kITOHOtvnN_9TxTHiXHU59JDXBI_LM3k1ELnkGrY9j11rzjmJOAFQqXkrB-qN9jj2BxCg4IJfStS8_gguzVDhkEDsTQrEd1upfqdYGPbm4XDvXcxW2ZkgRFxrwTvrIk_nS2Ss3WhHNGbcQSk9DsJDDa9mPyHvVKKX_q_B8e9flO2ZRbTIUOTmCAH-CHuRWzTjCu1EPBpLEEUp_VEM9JS9GVww0hP1BUszD3-05t6GDMC27qvcgHi0bbZOBPPT4J89iN8cdNpEkelcVfBLMy7TrzqiOtlMayAJ2Hfgq53xpfkGUiWFidS3nZISqimaqw0I9rXfSnqaG35-DFboaZxmss1wOHPf2GwBQwxTEJaWhVcrNx0Ula283Ug==&xkcb=SoA4-_M3Tgph1gQNK50PbzkdCdPP&p=13&fvj=0&vjs=3
Stagiaire Contrôle de gestion H/F Paris,stage,,,,Capgemini,Paris (75),"


Description de l'entreprise





 Description de la mission





 Profil



",,,https://fr.indeed.com/rc/clk?jk=0a736e39f1a00281&fccid=105ecfd0283f415f&vjs=3
Stagiaire Contrôle de gestion H/F Paris,stage,,,,Capgemini,Paris (75),"


Description de l'entreprise





 Description de la mission





 Profil



",,,https://fr.indeed.com/rc/clk?jk=0a736e39f1a00281&fccid=105ecfd0283f415f&vjs=3
Stagiaire gestion administrative et comptabilité,"stage,alternance",,,,Lina Ghotmeh - Architecture,75011 Paris 11e,"Missions et responsabilités
Agence d'architecture parisienne d'une dizaine de salarié, recherche un(e) stagiaire en gestion-comptabilité.
Il s'agirait de faire le lien avec un cabinet comptable extérieur, et différent travaux de gestion courante.
Secteur d'activité
Agence d'architecture travaillant à l'international
Fonction de gestion comptable
Expérience, formation et compétences souhaitées
Connaissance en comptabilité et en droit comptable.
La maîtrise de l'anglais n'est pas utile à proprement parlé pour cette tâche, mais serait un vrai plus au vue du paysage linguistique de l'équipe.
Type d'emploi : Stage, Alternance
Programmation :

Du Lundi au Vendredi

Lieu du poste : Un seul lieu de travail",,,https://fr.indeed.com/company/Lina-Ghotmeh---Architecture/jobs/Stagiaire-Gestion-Administrative-Comptabilit%C3%A9-11088c0aa662074f?fccid=8a1ab04dfc173708&vjs=3
Alternance Assistant Administratif & Comptabilité - Clichy (F/H),alternance,Bac,,,ISCOD,92110 Clichy,"
Description :
 L’ISCOD, spécialiste de la formation en Digital Learning, recherche pour son entreprise partenaire, chaine de restaurants, un(e) assistant(e) de gestion administratif en contrat d'apprentissage, pour préparer l'une de nos formations diplômantes reconnues par l'Etat de niveau 5 à 7 (Bac+2, Bachelor / Bac+3, Bac+5). 
 Choisissez l’alternance nouvelle génération avec l'ISCOD !
 
Missions :
 Vos missions comprendront une partie gestion administrative et une partie gestion comptable : 

 Classer et gerer documents /Traiter les correspondances 
Gestion achats et commande fournisseur 
Production de documents 
Edition des factures mensuelles 
Affichage règlementaire 
Aide a la préparation du bilan 
Déclaration TVA mensuelles 
Participation aux travaux de clôtures mensuelles 
Rechercher des factures ou justificatifs de paiements manquants 
Analyse et explication des écarts 
Aide sur sujets transverses tels que le juridique

 
Profil :
 Votre profil : 

 Rigueur, organisation, autonomie 
Aisance relationnelle 
Respect de la confidentialité 
Bonnes connaissances en bureautique (tableur Excel, traitement de texte) 
Curieux(se), polyvalent(e), souple, désirant d'apprendre 

 Poste basé à Clichy 
 Rémunération fixe selon niveau d’études + âge, 
 Vous êtes intéressé(e) par cette offre d’emploi en alternance ? Postulez dès maintenant !

",,,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CoTxitq7cW1YISMLubqSXE9UF_BwOvx4aF7kp_bNHWv5uPJqfEBrpw0glDwXKTbby-sWYkuVwoR0C49Hp5neZbFwWzhD3YO-FsSyETgZomd2sLJnDPDAV8ZUAbQqhRDu2YypUpXlKQLfJ7misQfwbk_ehDpCdwjJy6UEe1UODpGfunUloq7RlFl345Qfmn7Pr8tPvA4VKQD4Nc9mejWj9UHIqe7U8BEb_7h14NRG89skkMz0_IgPs7q-6Qscbx7xRF9eij4VeltN9lCxh99Dw1pC-7MB8oVQVy8nqRRjyoJ8O8sV__thdg28387hEOY3UEBG7-llyuCTSwZil-3UrUW6yjjTvIoP34zJAyYLfmd1HKot4Y4dMtDSx8RMinD1YEZ6yQu26oVAq9zhG1_JLcEHqagcl0yy83JP6O0DQn6Au_RenOLR71GWvVRRCaHY_m35p7Ak_XkMfAto89B1dizuR_7EbwjciBJ1E0rShEfX-dYYsA1lm8ZJWqrBqHF2PX2vgBcEbYp0HeMsLpbBonSOz4qOTDxj0rH2dBqS8uSV0YqIYKKRFCbzoaKtHICJ04qN9YseguDn_MCRwsO9GY2AfiVnlfr9fBB7F245xm6op9o1HSsvcTL-TfvMw5P4Sj_aav6aCSEJ43bROzKcBhNscL0Ma4T9hQdgSGVyT7KfFXWsmoUYz_9F1bb9v6RxwynuPa5_mvfch5V-avnHw9&xkcb=SoCQ-_M3TgqNcpyFqJ0LbzkdCdPP&p=2&fvj=0&vjs=3
ALT- Alternance Bac Pro Technicien Gaz - Nice (F/H),alternance,,,,ENGIE,Nice (06),"
Nous recherchons notre prochain alternant en Bac Pro Technicien Gaz, basé à Nice. Notre objectif ? Te former au métier de Technicien Gaz ( F/H) ! Formation en partenariat avec le CFAI Provence d'Istres.
En binôme avec ton tuteur, tu apprendras à exploiter et maintenir les installations des réseaux gaz dans le respect des consignes et des règles de sécurité.
Pour cela, tu apprendras à :

Réaliser des mises en service, des dépannages, des opérations de raccordement, etc… 


Effectuer des interventions spécifiques à la sécurité gaz, 
Porter l’image de l’entreprise et la culture gazière dans vos contacts quotidiens avec les usages et clients. 


Tu recherches un emploi qui fasse appel à tes compétences manuelles et basé sur le terrain au plus près des installations techniques ?
Tu as un relationnel aisé et sais respecter des consignes et des procédures ?
Tu souhaites apprendre et acquérir un véritable savoir-faire dans une entreprise agile et digitale ?
Tu souhaites mettre tes compétences, tes qualités et tes valeurs au service de la transition écologique ?
Cette alternance est faite pour toi !


Les plus GRDF :

Rémunération : des conditions avantageuses par rapport à la réglementation, 
Prime d’intéressement et/ou de participation avec possibilité d’abondement 
Une aide financière si tu dois prendre un logement pour te rapprocher de ton école et / ou de l’entreprise, 
Une aide financière au passage du permis B, 
Remboursement des frais de transport en commun selon le légal, 
Accès notre comité d’entreprise (billetterie, voyages, etc.…), 


Et surtout, la possibilité d’intégrer notre entreprise en CDI à la fin de ton alternance ! 


Pour en savoir plus sur le métier de Technicien Gaz : https://youtu.be/aAS_Q9y_kR0

",,,https://fr.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B5_hcnamONLiIsJRCgtiPjlfDO5uc-dnsk9p4edx13Mz93jXKOsVzRczpLle_kLqPSDfzhnTUPWQAklA1auUWLtQcQLEN_v20WWQk3RdLbSeMchTiUtORzgjktSDEAdOczChuFkpKQkylnK-tLIPdkYp39xkUrXyg5nwRWfQMC5S7Rqx6QMEdAPzu69qGp9stxaaMgvGBKGai8uw7jq3kb6Tulv8SmUT6eH9hABToK4mIry2j9WmiK869u6hHj0RmSuumOcZeNm6Z6sz63Pkxxt4uROqQJT3EqS8QLHOeTd9EGtC7Bn9J58E3mcTpwIEmptJEN7260HFAhFr41T3325FqfvtuDM9BwjVWA3LntiazU0Rkgu5Dj8uhyjDvH_qm7kqsi1o0OBi7LaXmyGredzX47m7QYDgKWVznkw4qCFkgNmBmGN3iMNikLR115HbWvnZr4eg2fb-DKzoxRL0z9nhKuAC3Wcsjhr7FJWNs7hlt6Vh2QZ_3Ax7wCzp4aZuNF1ARQaxK5hmT_P2lno6L7LJS5goIT_hBtpfAyDtwxANOSq42BTa2Ij9arlYNSzuTWjKJzJ_mlEDpdOvYtQrnZ&xkcb=SoAk-_M3TgqNcpyFqJ0KbzkdCdPP&p=3&fvj=0&vjs=3
SAINT LAURENT - Stagiaire Assistant Logistique H/F,stage,"Bac, IUT ",,Mars 2023,Groupe Kering,Paris (75),"


  Summary
  A PROPOS DE SAINT LAURENT
 
 Fondée en 1961, Yves Saint Laurent a été la première maison de couture à lancer le concept du prêt-à-porter de luxe en créant, en 1966, la ligne ‘Rive Gauche’, synonyme de jeunesse et de liberté. Ce changement a représenté un premier pas crucial dans la modernisation de la mode et a révolutionné le paysage socio-culturel.
  En 1999, la division luxe du Groupe Kering a acquis la maison Yves Saint Laurent et, sous la direction créative d’Anthony Vaccarello depuis avril 2016, continue à la positionner au sommet de l’univers du luxe.
  Aujourd’hui, les collections Saint Laurent incluent le prêt-à-porter féminin et masculin, les chaussures, les sacs, la petite maroquinerie, les bijoux, les foulards, les cravates et les lunettes.
 

   Job Description
 

   Nous recherchons actuellement un/une Stagiaire Logistique qui reportera au Spécialiste Logistique au sein du département Supply Chain.
 


   ROLE
 


   Au sein du département Supply Chain de Saint Laurent, vous contribuez à surveiller efficacement et à optimiser les flux logistiques et de suivre leur performance afin de soutenir les objectifs de croissance de la Maison. Force de proposition, vous contribuerez à la conception et l’amélioration des reportings d’activité. Vous assisterez également l’équipe Logistique dans la réalisation de nouveaux projets, dans un contexte dynamique et international.
 


   MISSION
 



     Surveiller et proposer (si non existants) des indicateurs de performance clés pour mesurer les performances de la logistique et du transport
   


     Soutenir les campagnes de livraison en liens avec les équipes Production et Logistique et suivre les exceptions dans les opérations quotidiennes
   


     Suivre les délais de livraison sur la chaine d’approvisionnement des produits finis vers les boutiques Saint Laurent dans le monde
   


     Participer à des projets afin de contribuer à une amélioration continue dans la Supply Chain.
   



   Rejoindre la Maison Saint Laurent c’est :
 



     Intégrer une Maison de luxe ancrée dans son époque et incarnant l’esprit libre de la culture contemporaine, tout en restant fidèle à son héritage et son ADN
   


     Participer à la croissance de la Maison et cultiver son savoir-faire de la mode
   


     Faire partie d’un Groupe de luxe international offrant de nombreuses opportunités professionnelles.
   



   PROFIL
 



     Bac+3 à Bac+5, Ecole de Commerce, Universités, IUT … avec une spécialisation Logistique, Supply Chain Management ou Gestion de Projet
   


     Vous êtes reconnu pour votre sens du relationnel et votre réactivité
   


     Vous avez le sens de l’organisation et de la rigueur
   


     Vous aimez travailler en équipe
   


     Vous êtes à l’aise dans un environnement multiculturel et international
   


     Vous maitrisez le pack office, notamment d’Excel
   


     Vous parlez anglais couramment. La connaissance de l’italien est un plus.
   



   Stage à pourvoir en Mars 2023.
 


 Saint Laurent s'engage à créer une main-d'œuvre diversifiée. Nous croyons que la diversité sous toutes ses formes - genre, âge, nationalité, culture, croyances religieuses et orientation sexuelle - enrichit le lieu de travail. Cela ouvre des opportunités aux personnes d'exprimer leurs talents, à la fois individuellement et collectivement, et cela contribue à renforcer notre capacité d'adaptation à un monde en mutation. En tant qu'employeur de l'égalité des chances, nous accueillons et considérons les candidatures de tous les candidats qualifiés, indépendamment de leurs antécédents.



   Job Type
  Student (Fixed Term) (Trainee)
 

   Start Date
  2023-03-06
 

   Schedule
  Full time
 

   Organization
  Yves Saint Laurent SAS
",,,https://fr.indeed.com/rc/clk?jk=68715ee011ef8bc3&fccid=2c1ebe710125ee82&vjs=3
